contact_id,customer_id,product_id,channel,contact_date,responded
K038286,C002748,P014,app_push,2026-02-05,0
K038287,C006371,P005,sms,2025-07-24,0
K038288,C004496,P014,manager,2025-04-04,0
K038289,C003375,P024,sms,2025-07-16,0
K038290,C000763,P003,sms,2025-04-20,0
K038291,C001160,P025,call,2025-05-15,0
K038292,C004563,P011,sms,2025-06-15,0
K038293,C005657,P028,manager,2025-06-10,0
K038294,C005256,P021,sms,2025-07-21,0
K038295,C005120,P010,call,2025-10-29,0
K038296,C005134,P019,app_push,2026-02-28,0
K038297,C003573,P013,app_push,2025-09-21,0
K038298,C001562,P006,call,2025-10-30,0
K038299,C007709,P019,sms,2025-06-20,0
K038300,C006404,P017,app_push,2025-12-14,1
K038301,C004973,P026,manager,2025-09-19,0
K038302,C004832,P021,app_push,2025-12-09,0
K038303,C002350,P027,call,2025-10-23,0
K038304,C005015,P024,call,2025-08-04,0
K038305,C000674,P011,sms,2025-04-18,0
K038306,C000841,P016,sms,2026-02-21,0
K038307,C002866,P015,manager,2025-04-07,0
K038308,C007990,P012,app_push,2025-05-10,0
K038309,C003340,P006,call,2026-01-05,0
K038310,C000298,P010,manager,2025-12-29,1
K038311,C001721,P009,manager,2025-11-20,1
K038312,C000407,P008,sms,2025-11-05,0
K038313,C004644,P008,sms,2025-05-11,0
K038314,C007694,P013,sms,2026-01-22,0
K038315,C004872,P014,call,2025-08-03,0
K038316,C006390,P001,sms,2025-10-27,0
K038317,C002933,P025,sms,2025-08-18,1
K038318,C007982,P016,call,2025-05-05,0
K038319,C003269,P023,sms,2025-12-13,0
K038320,C005310,P027,sms,2025-12-22,0
K038321,C004989,P002,app_push,2025-11-10,0
K038322,C006101,P007,call,2025-12-05,0
K038323,C006533,P009,manager,2026-03-05,1
K038324,C002934,P008,call,2025-07-28,0
K038325,C004851,P030,manager,2026-03-19,0
K038326,C001453,P015,app_push,2025-04-14,0
K038327,C002574,P013,manager,2025-07-06,1
K038328,C001341,P028,manager,2025-07-23,0
K038329,C005366,P025,sms,2025-05-03,0
K038330,C002451,P019,manager,2026-03-22,0
K038331,C002550,P018,manager,2025-11-09,1
K038332,C005925,P030,call,2025-08-18,1
K038333,C002563,P009,app_push,2026-01-14,0
K038334,C000714,P026,manager,2025-09-18,1
K038335,C004847,P008,call,2026-03-12,1
K038336,C006095,P009,app_push,2025-12-26,0
K038337,C001604,P018,sms,2026-03-26,0
K038338,C004917,P027,call,2025-08-14,0
K038339,C007599,P013,sms,2026-02-08,0
K038340,C006643,P021,manager,2025-06-23,0
K038341,C006358,P028,call,2025-04-01,1
K038342,C006573,P018,manager,2025-11-07,0
K038343,C000019,P011,sms,2026-02-14,0
K038344,C002714,P003,sms,2025-10-20,0
K038345,C006931,P024,call,2025-05-15,0
K038346,C005765,P008,call,2025-12-26,0
K038347,C006385,P027,call,2025-12-29,0
K038348,C000574,P017,call,2025-12-30,0
K038349,C001637,P001,manager,2026-01-19,0
K038350,C002721,P020,app_push,2025-12-30,0
K038351,C005503,P018,call,2025-12-02,0
K038352,C001134,P022,manager,2025-08-15,0
K038353,C004123,P026,manager,2026-01-21,1
K038354,C007109,P007,sms,2025-07-03,0
K038355,C002872,P027,call,2026-01-11,0
K038356,C006026,P009,app_push,2025-11-16,0
K038357,C007004,P026,app_push,2026-01-13,0
K038358,C002800,P025,manager,2025-06-12,1
K038359,C000746,P010,manager,2025-07-27,0
K038360,C000962,P020,app_push,2025-12-20,0
K038361,C001463,P017,call,2026-03-16,0
K038362,C001841,P005,call,2025-04-24,0
K038363,C004546,P015,call,2026-02-11,0
K038364,C005794,P002,sms,2026-01-25,0
K038365,C000671,P018,sms,2025-04-12,0
K038366,C004519,P008,app_push,2025-04-05,0
K038367,C006644,P022,app_push,2025-12-18,0
K038368,C004219,P022,app_push,2025-11-05,1
K038369,C005405,P003,manager,2025-10-29,0
K038370,C002437,P020,sms,2026-03-09,0
K038371,C006040,P003,manager,2025-10-18,0
K038372,C003840,P012,manager,2025-09-15,0
K038373,C002734,P026,sms,2025-05-06,0
K038374,C001536,P020,sms,2025-04-23,0
K038375,C001645,P007,call,2025-07-30,0
K038376,C001565,P023,manager,2025-04-02,1
K038377,C002435,P010,call,2025-11-03,0
K038378,C003655,P030,app_push,2025-12-15,0
K038379,C007338,P017,manager,2025-12-30,0
K038380,C006817,P001,app_push,2025-11-06,1
K038381,C005434,P001,manager,2025-12-22,0
K038382,C004767,P022,manager,2025-04-25,1
K038383,C007862,P027,sms,2025-10-30,0
K038384,C003295,P019,app_push,2026-03-18,0
K038385,C006392,P016,manager,2025-07-04,0
K038386,C000927,P004,app_push,2025-09-10,1
K038387,C003008,P017,call,2025-08-18,0
K038388,C002751,P019,call,2026-03-13,0
K038389,C005039,P023,manager,2025-09-08,1
K038390,C002495,P017,call,2025-04-29,1
K038391,C003559,P020,sms,2026-02-08,0
K038392,C005354,P029,app_push,2025-09-21,0
K038393,C006574,P005,call,2025-08-31,0
K038394,C006444,P020,manager,2025-09-14,0
K038395,C005103,P030,sms,2025-08-05,0
K038396,C004642,P030,sms,2025-09-07,0
K038397,C006600,P012,sms,2025-09-27,0
K038398,C006779,P004,sms,2026-01-11,0
K038399,C007468,P011,app_push,2025-10-26,0
K038400,C001620,P001,app_push,2025-07-15,0
K038401,C007154,P017,manager,2025-11-29,0
K038402,C004451,P025,sms,2025-07-18,0
K038403,C007900,P012,sms,2025-05-31,0
K038404,C000099,P010,manager,2026-03-03,0
K038405,C007646,P002,manager,2026-01-14,0
K038406,C003657,P016,sms,2026-01-28,0
K038407,C003119,P028,call,2025-07-06,0
K038408,C007041,P007,call,2026-02-22,0
K038409,C001693,P001,call,2026-01-12,0
K038410,C007465,P028,sms,2025-08-27,0
K038411,C005498,P004,sms,2025-08-17,0
K038412,C004935,P023,manager,2025-07-20,1
K038413,C003008,P027,app_push,2025-10-28,0
K038414,C004645,P026,manager,2026-03-14,1
K038415,C001593,P017,app_push,2025-08-08,1
K038416,C006443,P024,manager,2026-03-12,1
K038417,C004866,P021,app_push,2025-05-01,0
K038418,C000051,P024,manager,2025-08-20,0
K038419,C004636,P026,call,2026-01-20,0
K038420,C002891,P014,app_push,2025-08-06,0
K038421,C004802,P003,call,2025-05-18,0
K038422,C001390,P013,manager,2026-01-08,1
K038423,C001576,P022,app_push,2025-08-27,1
K038424,C006644,P016,manager,2025-04-24,0
K038425,C006195,P006,call,2025-11-12,1
K038426,C004676,P021,call,2026-01-13,0
K038427,C005993,P017,call,2025-04-20,0
K038428,C002140,P017,call,2025-12-09,0
K038429,C000640,P028,sms,2025-07-09,0
K038430,C006444,P011,manager,2025-10-25,0
K038431,C003215,P003,manager,2025-11-01,0
K038432,C005555,P025,manager,2025-07-18,1
K038433,C003659,P027,app_push,2025-12-25,0
K038434,C001574,P016,app_push,2025-04-28,0
K038435,C006244,P027,call,2025-04-01,0
K038436,C002418,P009,app_push,2026-01-10,0
K038437,C000277,P015,sms,2025-05-04,0
K038438,C004905,P017,call,2025-09-10,0
K038439,C000988,P023,manager,2026-02-05,1
K038440,C004578,P020,sms,2025-05-01,0
K038441,C006782,P023,manager,2025-05-29,0
K038442,C000990,P013,manager,2026-01-09,0
K038443,C001875,P006,app_push,2025-07-26,0
K038444,C006249,P002,sms,2025-10-05,0
K038445,C003416,P003,call,2025-07-30,0
K038446,C003606,P017,call,2026-01-30,0
K038447,C003843,P011,call,2025-11-11,0
K038448,C002067,P013,sms,2025-06-14,0
K038449,C006060,P008,app_push,2025-11-20,0
K038450,C000838,P009,call,2026-03-20,1
K038451,C007242,P008,manager,2025-09-01,1
K038452,C001684,P002,app_push,2025-04-06,0
K038453,C006287,P019,sms,2025-07-04,0
K038454,C007975,P004,sms,2025-10-17,0
K038455,C000959,P004,app_push,2025-05-27,1
K038456,C003486,P030,sms,2025-06-19,0
K038457,C006952,P022,call,2025-04-05,0
K038458,C006010,P017,sms,2026-03-05,0
K038459,C005045,P020,manager,2025-10-25,0
K038460,C001842,P005,app_push,2026-01-22,1
K038461,C007478,P023,sms,2025-07-25,0
K038462,C005130,P019,sms,2025-09-03,0
K038463,C005871,P021,app_push,2025-10-30,0
K038464,C000062,P030,call,2026-01-01,0
K038465,C006715,P004,app_push,2026-02-16,0
K038466,C007218,P002,sms,2025-12-28,0
K038467,C007111,P012,sms,2025-06-09,0
K038468,C001140,P019,call,2025-10-03,0
K038469,C001491,P019,manager,2025-11-16,0
K038470,C001790,P004,sms,2025-09-29,0
K038471,C001583,P025,manager,2025-12-13,1
K038472,C003190,P013,manager,2026-03-13,0
K038473,C003054,P015,call,2025-04-12,0
K038474,C000979,P002,manager,2025-10-17,0
K038475,C007332,P019,app_push,2025-04-11,0
K038476,C007169,P011,manager,2025-09-26,1
K038477,C000892,P027,app_push,2025-08-22,0
K038478,C001036,P025,sms,2025-09-26,0
K038479,C001393,P001,manager,2025-07-22,1
K038480,C004738,P021,manager,2025-09-27,1
K038481,C004976,P016,sms,2025-12-06,0
K038482,C004774,P004,app_push,2025-09-15,0
K038483,C001983,P003,manager,2025-09-02,1
K038484,C006457,P029,app_push,2026-01-03,0
K038485,C005457,P025,app_push,2025-05-11,1
K038486,C004399,P024,app_push,2025-06-26,0
K038487,C002813,P024,call,2026-02-12,0
K038488,C002744,P017,app_push,2025-10-14,0
K038489,C001431,P003,manager,2026-03-23,1
K038490,C004741,P020,app_push,2025-10-14,0
K038491,C003495,P022,sms,2026-01-27,0
K038492,C001013,P023,call,2025-06-14,0
K038493,C006307,P021,app_push,2026-03-20,0
K038494,C004222,P010,app_push,2025-07-22,0
K038495,C003090,P028,call,2026-01-12,0
K038496,C004058,P022,manager,2026-03-20,0
K038497,C006826,P028,sms,2025-10-15,0
K038498,C007587,P008,app_push,2025-10-30,0
K038499,C001057,P018,call,2025-05-28,1
K038500,C007942,P026,sms,2025-11-04,0
K038501,C003025,P008,call,2025-06-11,0
K038502,C002010,P024,sms,2025-08-10,0
K038503,C004907,P011,app_push,2025-04-24,0
K038504,C002947,P023,sms,2026-02-05,0
K038505,C005701,P010,sms,2026-02-05,0
K038506,C006444,P023,sms,2025-09-12,0
K038507,C004057,P007,sms,2025-05-12,0
K038508,C007858,P003,call,2025-05-14,0
K038509,C002727,P012,app_push,2026-03-08,0
K038510,C003081,P014,manager,2025-04-10,0
K038511,C006915,P028,app_push,2025-08-09,0
K038512,C003725,P024,app_push,2026-03-09,0
K038513,C006575,P021,app_push,2026-02-03,0
K038514,C003736,P026,call,2025-11-04,0
K038515,C000568,P009,manager,2025-06-06,1
K038516,C001127,P024,sms,2025-11-12,1
K038517,C006527,P001,manager,2025-09-15,1
K038518,C000786,P017,app_push,2025-10-06,0
K038519,C001145,P016,sms,2025-04-10,0
K038520,C006895,P013,call,2025-12-15,0
K038521,C001050,P007,sms,2026-02-14,0
K038522,C002137,P019,sms,2025-06-07,0
K038523,C001125,P010,app_push,2025-05-08,0
K038524,C000669,P006,call,2025-06-15,0
K038525,C005636,P010,manager,2026-01-24,0
K038526,C002230,P024,sms,2025-08-10,0
K038527,C003412,P008,sms,2026-02-27,0
K038528,C001933,P024,call,2025-04-24,0
K038529,C006059,P012,call,2025-05-25,0
K038530,C002970,P006,app_push,2026-03-13,0
K038531,C006354,P009,manager,2025-07-29,0
K038532,C002776,P022,app_push,2025-06-16,0
K038533,C004512,P018,manager,2025-09-25,0
K038534,C006059,P009,manager,2026-01-08,0
K038535,C004504,P001,manager,2025-06-04,0
K038536,C005680,P001,sms,2026-03-02,0
K038537,C004033,P006,call,2025-10-23,0
K038538,C002696,P012,sms,2025-05-15,0
K038539,C002326,P013,call,2025-06-28,0
K038540,C000160,P023,sms,2025-11-06,0
K038541,C007356,P004,app_push,2025-08-05,0
K038542,C003562,P014,call,2025-09-26,0
K038543,C000644,P001,sms,2025-07-11,0
K038544,C005543,P004,manager,2025-05-30,1
K038545,C007947,P006,sms,2025-12-21,0
K038546,C004955,P026,manager,2025-08-30,1
K038547,C000439,P017,manager,2026-01-21,1
K038548,C000972,P008,sms,2026-01-08,0
K038549,C002304,P023,app_push,2025-06-22,0
K038550,C002152,P015,app_push,2025-08-12,0
K038551,C004091,P022,manager,2025-12-13,1
K038552,C003058,P001,sms,2025-04-18,0
K038553,C004629,P021,sms,2025-10-30,0
K038554,C001671,P009,sms,2025-08-12,0
K038555,C001841,P001,sms,2025-08-22,0
K038556,C007070,P015,manager,2025-12-21,0
K038557,C000409,P017,manager,2025-04-10,0
K038558,C003455,P014,sms,2025-11-01,0
K038559,C002634,P015,app_push,2025-04-23,0
K038560,C007788,P006,app_push,2025-12-04,0
K038561,C001602,P030,manager,2025-07-11,0
K038562,C004004,P016,call,2025-09-20,0
K038563,C002407,P027,app_push,2025-05-31,1
K038564,C004814,P014,sms,2025-04-03,0
K038565,C006851,P019,call,2025-05-19,1
K038566,C003709,P012,sms,2025-05-11,0
K038567,C003001,P018,manager,2025-11-11,1
K038568,C007147,P025,sms,2025-05-19,0
K038569,C005148,P029,sms,2025-06-20,0
K038570,C004722,P020,sms,2025-09-10,0
K038571,C006637,P008,sms,2025-12-11,0
K038572,C004483,P004,sms,2025-07-25,0
K038573,C007009,P001,sms,2025-12-22,0
K038574,C006037,P020,sms,2026-02-02,0
K038575,C001466,P030,app_push,2025-04-22,1
K038576,C003282,P004,app_push,2025-04-04,1
K038577,C005546,P012,manager,2025-05-14,1
K038578,C004397,P011,call,2025-12-16,0
K038579,C002251,P017,manager,2025-06-14,0
K038580,C000625,P006,manager,2026-01-13,1
K038581,C001861,P021,manager,2025-11-22,1
K038582,C004148,P021,app_push,2026-03-04,0
K038583,C001811,P023,app_push,2026-02-23,1
K038584,C001786,P009,manager,2025-11-15,0
K038585,C003177,P005,manager,2025-06-23,1
K038586,C005660,P023,manager,2025-10-03,0
K038587,C002910,P019,sms,2025-09-24,0
K038588,C000382,P025,manager,2025-08-12,0
K038589,C000462,P024,manager,2025-04-16,1
K038590,C001443,P007,app_push,2026-02-11,0
K038591,C007234,P027,call,2025-11-16,0
K038592,C001153,P010,call,2025-11-13,0
K038593,C005165,P010,sms,2025-07-24,0
K038594,C002182,P005,app_push,2026-01-31,0
K038595,C000966,P030,call,2025-07-23,0
K038596,C003411,P025,call,2025-08-31,1
K038597,C005357,P026,sms,2025-05-14,0
K038598,C004151,P012,call,2025-10-13,0
K038599,C000346,P023,sms,2026-03-20,0
K038600,C003863,P020,manager,2025-11-26,1
K038601,C002454,P010,app_push,2025-08-02,0
K038602,C007516,P026,manager,2026-02-20,0
K038603,C000345,P012,call,2026-01-04,1
K038604,C000293,P015,manager,2025-10-11,0
K038605,C003220,P005,manager,2026-01-08,0
K038606,C007338,P009,app_push,2025-05-03,0
K038607,C005216,P022,call,2026-01-15,0
K038608,C001837,P018,sms,2025-08-21,0
K038609,C002385,P025,manager,2025-10-30,0
K038610,C003150,P001,call,2025-04-03,0
K038611,C001072,P001,call,2025-11-18,0
K038612,C002929,P021,sms,2025-08-15,0
K038613,C001265,P022,call,2025-11-19,0
K038614,C005736,P022,manager,2025-12-31,1
K038615,C004813,P009,sms,2026-02-01,0
K038616,C006238,P016,call,2025-09-05,0
K038617,C004894,P008,call,2025-10-28,0
K038618,C001530,P005,sms,2025-07-21,0
K038619,C007562,P016,app_push,2025-09-09,0
K038620,C004404,P018,app_push,2025-05-26,0
K038621,C003994,P024,call,2025-09-12,0
K038622,C001428,P029,call,2025-06-04,0
K038623,C000231,P023,call,2026-01-02,0
K038624,C003728,P006,app_push,2025-05-31,0
K038625,C006239,P018,call,2025-08-09,0
K038626,C002560,P022,app_push,2026-03-23,0
K038627,C003026,P004,sms,2025-08-22,1
K038628,C001747,P025,sms,2025-08-12,0
K038629,C002837,P005,manager,2025-07-20,0
K038630,C004302,P016,sms,2026-02-09,0
K038631,C006874,P001,manager,2025-08-06,0
K038632,C003279,P014,call,2025-08-06,0
K038633,C006289,P014,call,2025-11-14,0
K038634,C003185,P008,sms,2025-06-20,0
K038635,C005635,P028,app_push,2026-03-22,0
K038636,C007549,P019,call,2026-01-26,0
K038637,C007978,P020,call,2025-05-24,0
K038638,C001740,P025,sms,2026-02-28,1
K038639,C003556,P023,sms,2025-07-27,0
K038640,C006560,P012,app_push,2025-11-04,0
K038641,C002012,P013,manager,2025-06-17,1
K038642,C006398,P010,manager,2025-10-03,0
K038643,C002345,P021,call,2025-08-02,0
K038644,C005436,P011,manager,2025-08-16,1
K038645,C000461,P016,app_push,2025-05-12,0
K038646,C004364,P016,manager,2025-06-05,1
K038647,C005448,P020,app_push,2025-10-05,0
K038648,C001641,P012,sms,2025-05-22,0
K038649,C000613,P017,call,2026-03-12,0
K038650,C007039,P001,manager,2026-02-28,0
K038651,C001718,P005,sms,2025-05-18,0
K038652,C007274,P012,app_push,2026-02-21,0
K038653,C007975,P002,manager,2025-06-16,0
K038654,C000753,P018,sms,2025-07-25,0
K038655,C007029,P029,call,2025-07-22,0
K038656,C000907,P018,app_push,2025-04-03,0
K038657,C007010,P008,sms,2026-02-09,0
K038658,C000010,P023,sms,2025-09-18,0
K038659,C002056,P011,manager,2025-06-12,0
K038660,C006310,P008,app_push,2025-09-28,0
K038661,C000809,P004,call,2026-02-08,0
K038662,C002363,P002,call,2025-11-12,0
K038663,C007517,P020,app_push,2025-05-19,0
K038664,C004890,P019,sms,2025-04-08,0
K038665,C003729,P023,call,2025-11-22,0
K038666,C001173,P013,manager,2025-06-28,1
K038667,C006327,P005,sms,2026-03-25,0
K038668,C000508,P008,call,2025-04-17,0
K038669,C000660,P018,call,2026-03-10,0
K038670,C006120,P027,manager,2025-04-16,0
K038671,C001884,P027,call,2025-10-04,0
K038672,C001114,P005,sms,2025-05-12,0
K038673,C003918,P007,app_push,2025-06-03,0
K038674,C005113,P011,manager,2025-11-05,0
K038675,C005400,P020,sms,2025-05-21,0
K038676,C000016,P028,sms,2025-05-10,0
K038677,C006165,P027,app_push,2025-05-14,0
K038678,C003068,P002,manager,2025-09-02,1
K038679,C002912,P027,manager,2025-11-04,0
K038680,C004619,P002,manager,2025-12-29,1
K038681,C007798,P021,sms,2025-11-25,0
K038682,C003880,P024,manager,2025-07-19,0
K038683,C001046,P011,manager,2026-03-01,0
K038684,C003593,P007,sms,2026-03-25,0
K038685,C003219,P009,sms,2025-06-22,0
K038686,C006794,P013,call,2025-09-08,1
K038687,C004956,P003,sms,2025-07-15,0
K038688,C007858,P014,app_push,2025-11-14,0
K038689,C006065,P015,app_push,2025-11-07,0
K038690,C006036,P016,app_push,2025-12-16,0
K038691,C000047,P024,sms,2025-09-28,0
K038692,C007654,P009,call,2025-12-20,0
K038693,C003923,P030,app_push,2026-01-19,0
K038694,C003766,P029,sms,2025-07-03,0
K038695,C007173,P015,sms,2025-04-25,0
K038696,C003314,P012,app_push,2025-06-09,0
K038697,C007255,P012,call,2025-06-17,0
K038698,C001767,P030,manager,2025-05-27,1
K038699,C006030,P025,app_push,2025-05-06,0
K038700,C000451,P003,manager,2025-05-15,0
K038701,C001616,P001,sms,2025-11-07,1
K038702,C002294,P021,app_push,2026-02-13,0
K038703,C003295,P012,call,2025-07-12,0
K038704,C001376,P024,sms,2025-09-18,0
K038705,C004043,P007,manager,2025-11-11,1
K038706,C002720,P014,manager,2025-05-18,0
K038707,C002017,P014,sms,2025-09-01,0
K038708,C003469,P010,sms,2025-09-15,0
K038709,C002002,P009,manager,2025-07-23,1
K038710,C000070,P014,call,2025-10-18,0
K038711,C005532,P022,call,2025-06-20,0
K038712,C001414,P006,call,2025-07-30,0
K038713,C005083,P018,sms,2025-12-12,0
K038714,C005144,P004,call,2025-08-13,0
K038715,C004731,P002,call,2025-12-15,0
K038716,C007198,P012,manager,2025-06-09,0
K038717,C007795,P011,manager,2025-06-25,1
K038718,C001035,P012,app_push,2025-06-04,0
K038719,C003310,P028,sms,2025-08-05,0
K038720,C002836,P003,sms,2026-01-26,0
K038721,C003597,P006,sms,2025-04-23,0
K038722,C001373,P020,sms,2026-01-20,0
K038723,C003232,P003,call,2025-07-24,0
K038724,C002254,P013,app_push,2025-11-11,0
K038725,C000643,P007,call,2026-03-02,0
K038726,C004557,P026,sms,2025-09-09,0
K038727,C003032,P003,call,2026-02-03,0
K038728,C000847,P012,call,2025-10-09,1
K038729,C006196,P016,manager,2026-03-15,1
K038730,C001157,P017,app_push,2025-09-06,0
K038731,C000568,P008,app_push,2025-12-14,0
K038732,C007568,P010,manager,2025-05-05,0
K038733,C005635,P016,sms,2025-11-23,0
K038734,C000450,P015,call,2026-03-19,0
K038735,C004608,P024,app_push,2025-09-29,0
K038736,C005052,P018,call,2026-03-06,1
K038737,C004110,P021,manager,2025-09-02,0
K038738,C007817,P013,manager,2025-11-08,1
K038739,C001597,P019,app_push,2025-12-10,1
K038740,C005514,P021,call,2025-09-21,0
K038741,C006494,P021,app_push,2025-05-02,0
K038742,C001179,P020,sms,2025-06-22,0
K038743,C000927,P004,manager,2025-09-22,1
K038744,C002427,P008,app_push,2025-05-02,0
K038745,C000928,P010,call,2026-01-09,0
K038746,C002397,P018,app_push,2025-05-04,0
K038747,C003448,P016,manager,2025-08-26,0
K038748,C003925,P005,manager,2025-10-30,0
K038749,C007284,P020,call,2026-01-13,0
K038750,C004805,P028,manager,2026-03-08,0
K038751,C001311,P021,app_push,2025-04-09,0
K038752,C007178,P024,manager,2025-12-16,0
K038753,C003920,P001,sms,2025-11-02,0
K038754,C001029,P022,sms,2025-05-28,0
K038755,C000207,P016,app_push,2026-03-07,0
K038756,C001335,P021,sms,2025-11-30,0
K038757,C006458,P010,call,2026-01-29,0
K038758,C007598,P004,sms,2025-06-02,0
K038759,C004378,P011,manager,2025-08-29,1
K038760,C000095,P023,call,2026-02-04,0
K038761,C003959,P011,call,2025-05-09,0
K038762,C005453,P020,call,2025-09-13,0
K038763,C005257,P007,call,2025-11-24,0
K038764,C004578,P016,call,2025-09-15,1
K038765,C007706,P023,call,2026-02-13,0
K038766,C006487,P006,app_push,2025-07-23,0
K038767,C004946,P021,manager,2025-05-08,0
K038768,C000610,P003,manager,2026-01-16,0
K038769,C002904,P006,app_push,2025-06-01,0
K038770,C005493,P027,call,2025-05-19,0
K038771,C002393,P027,app_push,2025-09-12,0
K038772,C006524,P030,manager,2026-01-30,1
K038773,C005944,P020,sms,2026-01-24,0
K038774,C004735,P014,sms,2025-10-13,0
K038775,C001586,P003,manager,2025-08-12,1
K038776,C001499,P028,manager,2025-09-22,0
K038777,C000977,P016,sms,2025-11-03,0
K038778,C000735,P021,app_push,2026-03-13,0
K038779,C006071,P028,manager,2025-10-09,0
K038780,C000721,P013,call,2026-01-25,0
K038781,C005924,P001,manager,2025-07-24,0
K038782,C001116,P020,manager,2025-07-29,0
K038783,C006390,P014,sms,2025-04-21,0
K038784,C007384,P001,app_push,2025-10-05,1
K038785,C005599,P009,manager,2025-05-01,0
K038786,C006456,P020,call,2025-05-17,0
K038787,C005996,P015,call,2025-07-20,0
K038788,C005236,P009,call,2025-12-07,1
K038789,C000927,P003,call,2025-07-15,0
K038790,C007208,P005,sms,2025-10-02,0
K038791,C007958,P009,sms,2025-07-11,0
K038792,C006430,P012,manager,2025-12-10,0
K038793,C006268,P027,app_push,2025-11-11,0
K038794,C001285,P010,manager,2026-03-22,1
K038795,C000909,P022,sms,2025-11-22,0
K038796,C006783,P002,sms,2025-12-07,0
K038797,C002412,P026,app_push,2025-12-26,0
K038798,C001313,P008,call,2025-06-11,0
K038799,C001268,P013,manager,2025-07-28,1
K038800,C006970,P013,call,2025-07-31,0
K038801,C001919,P026,app_push,2025-06-02,0
K038802,C007428,P015,call,2026-03-26,0
K038803,C005246,P022,call,2025-05-09,1
K038804,C003732,P005,call,2025-09-11,0
K038805,C000905,P018,sms,2025-07-28,0
K038806,C003366,P013,sms,2026-02-06,0
K038807,C007648,P022,app_push,2025-08-21,0
K038808,C004397,P021,sms,2025-08-24,0
K038809,C003741,P001,app_push,2026-02-09,0
K038810,C005156,P008,call,2025-06-30,0
K038811,C006588,P006,sms,2025-07-31,0
K038812,C002051,P030,call,2025-04-09,0
K038813,C005544,P017,app_push,2026-03-09,0
K038814,C006005,P013,app_push,2025-07-20,0
K038815,C002476,P014,app_push,2025-06-03,0
K038816,C007468,P006,sms,2026-03-11,0
K038817,C002175,P016,manager,2026-02-03,0
K038818,C005645,P022,manager,2025-08-18,0
K038819,C000034,P011,call,2025-12-24,1
K038820,C002920,P028,sms,2026-01-28,0
K038821,C003337,P014,app_push,2025-09-25,1
K038822,C007308,P020,call,2025-11-18,0
K038823,C004186,P001,call,2025-11-22,0
K038824,C002895,P015,app_push,2025-11-14,0
K038825,C005872,P004,call,2025-08-30,0
K038826,C007611,P029,sms,2025-09-10,0
K038827,C001049,P005,call,2026-02-04,1
K038828,C003623,P012,manager,2025-06-03,0
K038829,C001537,P001,app_push,2025-05-30,0
K038830,C006806,P016,call,2025-07-07,0
K038831,C007686,P024,sms,2025-11-20,0
K038832,C003255,P030,manager,2026-03-16,1
K038833,C002033,P005,app_push,2025-07-25,0
K038834,C004310,P023,sms,2025-09-07,0
K038835,C006081,P002,manager,2025-06-11,0
K038836,C005335,P021,app_push,2025-04-23,0
K038837,C003240,P004,manager,2025-07-13,1
K038838,C000806,P019,app_push,2025-12-02,0
K038839,C006286,P026,call,2026-03-19,0
K038840,C000041,P012,manager,2025-06-06,1
K038841,C006113,P004,app_push,2026-03-07,0
K038842,C000987,P030,sms,2025-09-16,0
K038843,C005363,P022,manager,2025-04-14,1
K038844,C004628,P018,sms,2025-05-18,0
K038845,C001926,P030,manager,2025-10-20,1
K038846,C005169,P017,manager,2026-01-19,1
K038847,C000638,P004,sms,2025-07-07,0
K038848,C004551,P022,sms,2025-12-02,0
K038849,C007273,P023,manager,2025-09-11,1
K038850,C000010,P005,sms,2025-08-22,0
K038851,C001382,P018,app_push,2025-05-03,1
K038852,C001538,P004,sms,2026-03-05,0
K038853,C007861,P028,call,2025-10-26,0
K038854,C007421,P005,call,2026-01-01,0
K038855,C007771,P016,app_push,2026-02-01,1
K038856,C002556,P006,sms,2026-03-16,0
K038857,C007482,P008,manager,2026-03-14,0
K038858,C005352,P029,manager,2025-07-12,1
K038859,C006724,P009,call,2025-10-07,0
K038860,C002184,P027,app_push,2025-09-07,0
K038861,C004339,P014,sms,2025-06-30,0
K038862,C000116,P006,manager,2025-10-25,1
K038863,C006473,P017,sms,2025-12-31,0
K038864,C005350,P008,sms,2025-11-19,0
K038865,C003438,P016,app_push,2025-05-15,0
K038866,C007316,P019,call,2025-07-10,0
K038867,C005514,P014,manager,2026-01-10,1
K038868,C000965,P028,call,2025-09-25,0
K038869,C000064,P014,manager,2025-10-21,0
K038870,C001986,P012,sms,2026-01-23,0
K038871,C005592,P022,call,2026-02-02,0
K038872,C002511,P015,app_push,2025-07-31,0
K038873,C003621,P025,call,2026-03-20,1
K038874,C003856,P013,sms,2025-07-23,1
K038875,C000807,P027,sms,2026-01-26,0
K038876,C007013,P011,call,2025-07-26,1
K038877,C005485,P014,call,2026-01-08,0
K038878,C005622,P007,app_push,2025-06-22,0
K038879,C005047,P008,call,2025-12-11,0
K038880,C002528,P019,sms,2025-09-26,0
K038881,C003398,P030,call,2025-04-12,0
K038882,C003086,P020,app_push,2025-05-03,0
K038883,C005506,P016,call,2025-05-04,0
K038884,C002416,P001,app_push,2026-02-15,0
K038885,C004186,P015,manager,2026-02-09,0
K038886,C003049,P023,manager,2026-02-04,1
K038887,C005971,P002,call,2025-11-27,0
K038888,C002410,P019,call,2025-07-02,0
K038889,C006416,P001,app_push,2026-02-04,0
K038890,C006223,P019,app_push,2025-10-10,1
K038891,C003225,P023,sms,2025-12-02,0
K038892,C002373,P026,sms,2025-08-20,0
K038893,C004212,P011,call,2025-04-19,0
