holding_id,customer_id,product_id,amount,buy_date
H006710,C003552,P019,32397.21,2024-08-21
H006711,C003723,P008,12480.75,2026-01-16
H006712,C004372,P026,25371.02,2025-05-02
H006713,C006452,P030,14052.93,2025-06-04
H006714,C003804,P001,50000.0,2024-10-01
H006715,C006994,P013,61295.07,2025-11-01
H006716,C006994,P026,31953.56,2025-03-27
H006717,C002210,P024,78943.23,2025-10-14
H006718,C004448,P027,100000.0,2025-05-28
H006719,C004448,P014,10315.47,2025-03-29
H006720,C004975,P023,24319.37,2025-04-14
H006721,C004468,P012,15444.28,2025-10-23
H006722,C002986,P022,10000.0,2026-01-01
H006723,C002986,P026,11906.6,2024-07-26
H006724,C001823,P024,10439.16,2024-11-15
H006725,C001823,P017,26401.05,2024-12-17
H006726,C001823,P002,23708.75,2025-06-23
H006727,C003990,P013,59382.66,2025-08-06
H006728,C003990,P024,21742.97,2025-01-11
H006729,C006180,P018,44412.15,2025-09-24
H006730,C006180,P014,22783.66,2025-12-28
H006731,C004591,P020,106773.7,2024-12-27
H006732,C006702,P027,106207.17,2025-10-19
H006733,C005083,P011,24398.31,2025-05-11
H006734,C000310,P024,67368.27,2024-11-10
H006735,C000310,P009,50000.0,2024-08-25
H006736,C000310,P014,69795.88,2025-12-24
H006737,C000310,P012,16642.96,2025-08-10
H006738,C000213,P003,50000.0,2025-04-28
H006739,C000213,P005,100000.0,2025-02-10
H006740,C000213,P024,1263.86,2025-03-18
H006741,C007800,P003,50000.0,2025-10-13
H006742,C007800,P028,100000.0,2024-12-07
H006743,C007800,P030,102416.23,2025-09-10
H006744,C007800,P026,59386.33,2024-08-30
H006745,C004813,P024,25491.95,2025-01-23
H006746,C003600,P024,19076.29,2025-08-28
H006747,C003623,P018,26582.91,2024-12-09
H006748,C003623,P017,22503.66,2024-06-19
H006749,C004387,P011,39123.32,2024-10-11
H006750,C007379,P011,30251.22,2024-06-13
H006751,C007379,P029,10000.0,2025-12-02
H006752,C003451,P006,50000.0,2025-03-18
H006753,C003451,P029,21385.09,2025-09-07
H006754,C003451,P011,26591.82,2025-03-10
H006755,C003451,P004,51192.15,2025-05-02
H006756,C000496,P023,14423.54,2025-07-16
H006757,C000496,P007,73364.2,2025-07-21
H006758,C005750,P005,100000.0,2024-11-24
H006759,C005750,P022,82472.5,2025-05-01
H006760,C005750,P011,14651.73,2025-09-07
H006761,C003257,P004,26808.8,2025-02-17
H006762,C000206,P008,36268.46,2025-09-24
H006763,C000206,P004,89597.26,2025-04-12
H006764,C001435,P011,33687.56,2025-05-08
H006765,C001136,P017,221815.46,2025-07-20
H006766,C002585,P010,55492.13,2025-03-29
H006767,C002585,P002,25885.45,2025-12-21
H006768,C000869,P014,85680.14,2024-12-14
H006769,C002750,P011,11879.53,2025-10-25
H006770,C002750,P024,3437.3,2025-04-20
H006771,C003614,P017,48561.03,2025-03-10
H006772,C003614,P012,27095.43,2025-10-30
H006773,C003614,P028,100000.0,2025-09-10
H006774,C000306,P023,33900.51,2025-06-07
H006775,C001850,P020,10000.0,2025-05-08
H006776,C001850,P019,23195.23,2024-08-04
H006777,C001850,P024,1262.18,2025-05-12
H006778,C004241,P009,124700.59,2025-05-13
H006779,C004241,P008,23137.69,2025-10-30
H006780,C004042,P015,50000.0,2025-04-15
H006781,C004042,P008,44577.19,2025-07-09
H006782,C004042,P011,25215.66,2024-07-07
H006783,C004042,P002,21722.33,2025-12-22
H006784,C001989,P015,50000.0,2025-02-18
H006785,C001989,P003,50000.0,2026-01-16
H006786,C001989,P015,50000.0,2025-03-08
H006787,C003241,P024,42937.1,2025-04-11
H006788,C002799,P022,32163.87,2025-01-18
H006789,C002799,P017,33370.24,2025-05-18
H006790,C002799,P013,117186.16,2025-08-03
H006791,C002799,P028,100000.0,2025-07-06
H006792,C005764,P006,50000.0,2024-12-15
H006793,C005764,P029,24064.27,2025-09-12
H006794,C001535,P017,59800.75,2025-04-20
H006795,C001535,P013,26744.56,2025-08-19
H006796,C001535,P018,83451.18,2025-03-07
H006797,C001535,P029,38705.75,2025-10-03
H006798,C003110,P016,100000.0,2024-11-21
H006799,C003110,P023,12609.65,2025-05-10
H006800,C000844,P015,50000.0,2025-07-19
H006801,C001988,P009,74398.96,2026-01-01
H006802,C001988,P025,29369.24,2025-08-29
H006803,C007203,P024,58880.28,2025-11-20
H006804,C005387,P026,12498.05,2024-11-25
H006805,C005387,P004,13232.17,2024-12-24
H006806,C001715,P020,14019.94,2025-08-01
H006807,C000384,P007,53087.74,2024-06-22
H006808,C000384,P001,50000.0,2024-08-15
H006809,C001539,P028,100000.0,2024-06-24
H006810,C000212,P016,100000.0,2024-07-26
H006811,C000212,P022,55658.69,2025-11-07
H006812,C000212,P015,50000.0,2025-05-25
H006813,C000212,P004,89611.24,2024-06-23
H006814,C003389,P017,7799.54,2025-07-08
H006815,C006427,P024,17330.66,2025-10-22
H006816,C001958,P002,22760.43,2024-12-28
H006817,C005247,P027,100000.0,2025-10-04
H006818,C005247,P019,81492.99,2025-03-17
H006819,C005247,P004,9913.12,2024-06-22
H006820,C002439,P016,100000.0,2025-09-22
H006821,C002439,P016,100000.0,2025-10-12
H006822,C002439,P022,15635.68,2024-07-24
H006823,C002728,P017,51063.75,2024-12-11
H006824,C002728,P022,28312.82,2024-08-10
H006825,C002728,P010,50000.0,2025-10-28
H006826,C006240,P017,15293.06,2025-03-28
H006827,C006099,P007,50000.0,2024-11-01
H006828,C006099,P016,100000.0,2025-03-14
H006829,C006099,P020,21784.52,2024-11-03
H006830,C001350,P022,17359.72,2025-09-04
H006831,C001350,P022,10000.0,2025-07-14
H006832,C001350,P019,13355.21,2026-01-07
H006833,C005027,P018,34288.87,2025-09-25
H006834,C005874,P011,56748.56,2025-05-21
H006835,C003581,P013,35581.96,2025-12-12
H006836,C003581,P017,19654.07,2024-06-20
H006837,C006131,P009,50000.0,2025-10-30
H006838,C006131,P028,100000.0,2024-09-09
H006839,C000181,P002,21494.98,2025-06-03
H006840,C007614,P026,17032.51,2025-11-14
H006841,C004023,P021,100000.0,2025-05-28
H006842,C004023,P007,53429.46,2024-11-14
H006843,C007394,P001,84389.3,2024-06-16
H006844,C005977,P012,25013.55,2025-05-25
H006845,C000279,P026,244429.72,2025-07-09
H006846,C000279,P008,14106.76,2025-08-22
H006847,C000279,P026,69941.14,2025-10-15
H006848,C003845,P007,50000.0,2024-12-07
H006849,C003845,P010,50000.0,2025-03-22
H006850,C003845,P006,73450.13,2025-12-16
H006851,C003253,P010,50000.0,2024-12-29
H006852,C003253,P018,40944.63,2025-10-11
H006853,C002519,P024,25476.12,2024-12-24
H006854,C002481,P015,50000.0,2025-04-22
H006855,C000290,P019,28198.03,2025-01-13
H006856,C003076,P022,64130.27,2024-11-24
H006857,C004991,P027,100000.0,2025-07-24
H006858,C004216,P018,10768.24,2025-09-28
H006859,C006021,P029,23201.0,2025-01-18
H006860,C006021,P001,50000.0,2025-01-14
H006861,C000994,P018,105894.99,2024-06-25
H006862,C003236,P020,26764.54,2024-07-09
H006863,C003236,P019,32358.25,2025-08-24
H006864,C002237,P007,80594.29,2025-01-06
H006865,C007468,P019,56344.78,2025-08-15
H006866,C007468,P025,9949.04,2025-09-28
H006867,C000040,P011,26996.57,2024-09-26
H006868,C000040,P023,150042.94,2025-01-17
H006869,C007566,P001,62181.71,2025-06-12
H006870,C007566,P029,50328.02,2025-09-15
H006871,C007566,P019,17949.29,2025-12-19
H006872,C007566,P024,41269.65,2025-07-23
H006873,C005419,P011,12080.2,2024-07-20
H006874,C005662,P008,53028.26,2025-11-14
H006875,C005662,P008,12666.25,2025-09-22
H006876,C005662,P014,27538.05,2024-11-28
H006877,C002755,P021,152785.12,2024-08-25
H006878,C006418,P029,94667.92,2025-01-12
H006879,C006418,P026,21228.71,2025-07-07
H006880,C006418,P010,50000.0,2024-12-12
H006881,C006418,P021,100000.0,2025-09-28
H006882,C003957,P004,18853.86,2025-09-20
H006883,C000271,P029,47262.07,2025-04-22
H006884,C003882,P020,29937.74,2024-06-09
H006885,C003882,P009,50000.0,2025-08-12
H006886,C003882,P029,14460.53,2025-05-11
H006887,C002884,P030,21277.41,2024-08-08
H006888,C006543,P002,40661.53,2025-05-08
H006889,C006543,P012,27549.65,2025-12-25
H006890,C005251,P010,139324.5,2025-06-05
H006891,C005767,P008,33983.44,2025-02-28
H006892,C005767,P024,43772.98,2025-08-21
H006893,C006356,P020,45622.14,2025-02-04
H006894,C006356,P016,135990.14,2025-08-08
H006895,C006224,P017,16701.8,2025-09-08
H006896,C006224,P008,95822.91,2025-04-29
H006897,C006224,P013,56180.12,2025-06-17
H006898,C000112,P026,14556.71,2025-08-03
H006899,C003219,P009,50000.0,2024-09-14
H006900,C003219,P022,36650.67,2024-09-10
H006901,C003219,P012,19663.43,2025-09-17
H006902,C001392,P003,50000.0,2025-12-08
H006903,C002601,P024,89966.66,2025-12-03
H006904,C002601,P021,100000.0,2024-09-27
H006905,C002601,P015,50000.0,2025-08-24
H006906,C000221,P022,32678.7,2025-05-03
H006907,C004727,P019,49107.47,2024-10-23
H006908,C004727,P014,22164.75,2025-09-01
H006909,C004727,P030,39011.23,2025-04-07
H006910,C004727,P009,50000.0,2025-04-16
H006911,C004829,P023,176722.51,2025-11-24
H006912,C004829,P008,12805.88,2025-12-31
H006913,C004829,P019,11236.49,2025-07-06
H006914,C007392,P018,12759.86,2025-09-16
H006915,C007392,P013,56655.68,2025-09-24
H006916,C005725,P029,11460.33,2025-12-23
H006917,C005725,P021,100000.0,2024-12-09
H006918,C005725,P023,135564.39,2025-05-04
H006919,C005725,P029,64537.17,2024-12-05
H006920,C000084,P022,72165.88,2025-01-15
H006921,C000874,P021,100000.0,2025-03-14
H006922,C000874,P003,59530.89,2025-10-20
H006923,C000874,P017,54313.6,2026-01-06
H006924,C000874,P025,39237.47,2025-04-15
H006925,C007414,P015,50000.0,2025-05-08
H006926,C007414,P010,50000.0,2025-12-23
H006927,C005016,P008,26088.69,2025-11-14
H006928,C000462,P026,187625.12,2025-01-28
H006929,C000462,P008,17225.23,2025-08-23
H006930,C007643,P002,42951.73,2024-12-14
H006931,C005794,P007,64538.92,2026-01-18
H006932,C005794,P011,16168.97,2024-12-31
H006933,C000552,P008,12010.02,2025-06-20
H006934,C000552,P014,51044.47,2025-07-17
H006935,C000552,P004,5451.47,2024-11-12
H006936,C003996,P030,16880.95,2025-04-25
H006937,C003996,P026,22978.08,2025-02-20
H006938,C003996,P028,100000.0,2025-02-10
H006939,C003996,P017,20790.63,2025-08-11
H006940,C002375,P010,50000.0,2025-07-31
H006941,C002375,P004,39382.2,2024-06-03
H006942,C002375,P004,39794.83,2025-08-01
H006943,C006731,P002,50901.19,2025-08-25
H006944,C006731,P004,23095.46,2024-10-05
H006945,C004206,P022,28236.27,2025-03-14
H006946,C002247,P004,25057.99,2025-05-08
H006947,C007532,P007,50000.0,2024-07-19
H006948,C007532,P021,100000.0,2025-06-10
H006949,C004557,P012,15783.32,2025-08-05
H006950,C002451,P009,50000.0,2024-09-23
H006951,C002330,P015,50000.0,2025-04-01
H006952,C006717,P017,35728.2,2025-04-01
H006953,C002147,P004,17299.79,2024-07-03
H006954,C007553,P010,50000.0,2025-06-18
H006955,C007553,P024,44968.34,2025-10-22
H006956,C004417,P002,8703.88,2025-09-09
H006957,C007067,P002,26800.35,2025-08-03
H006958,C007067,P016,100000.0,2025-06-03
H006959,C007067,P021,108604.17,2025-03-12
H006960,C000651,P006,50000.0,2025-10-09
H006961,C007523,P025,37025.76,2025-10-24
H006962,C007523,P029,95073.73,2024-12-03
H006963,C000709,P002,55589.91,2024-12-25
H006964,C006845,P013,19597.78,2026-01-15
H006965,C004270,P030,19722.64,2024-11-11
H006966,C004370,P029,15483.42,2025-03-22
H006967,C006930,P024,26335.7,2025-02-18
H006968,C006930,P024,61638.36,2025-04-25
H006969,C006930,P017,16802.89,2024-10-17
H006970,C003064,P022,23218.28,2025-11-05
H006971,C005379,P019,51953.8,2024-08-18
H006972,C005379,P026,64764.52,2024-12-08
H006973,C005379,P005,100000.0,2025-02-06
H006974,C003350,P028,100000.0,2025-12-14
H006975,C003350,P027,100000.0,2025-04-10
H006976,C003350,P010,50000.0,2025-04-03
H006977,C003350,P022,26585.45,2025-01-15
H006978,C001425,P005,100000.0,2025-01-13
H006979,C001425,P016,100000.0,2025-10-31
H006980,C001425,P014,34678.68,2025-01-25
H006981,C001425,P024,18089.56,2025-04-27
H006982,C001217,P020,38162.09,2025-09-02
H006983,C001217,P030,53988.14,2025-09-04
H006984,C001217,P019,17192.48,2025-11-13
H006985,C006117,P027,100000.0,2025-12-03
H006986,C006117,P022,25467.81,2025-03-10
H006987,C001925,P030,16771.79,2025-08-19
H006988,C000105,P028,100000.0,2024-07-23
H006989,C000105,P014,68108.39,2024-12-13
H006990,C001065,P020,27004.47,2024-06-15
H006991,C003787,P030,16805.0,2024-08-04
H006992,C003787,P024,16650.21,2025-10-16
H006993,C003787,P012,11403.85,2025-09-12
H006994,C000315,P014,19096.53,2024-11-29
H006995,C001290,P022,28994.48,2025-12-25
H006996,C006010,P020,53355.11,2025-08-08
H006997,C006010,P002,34062.25,2025-11-15
H006998,C001428,P002,38730.83,2025-07-08
H006999,C007215,P004,34256.48,2025-07-21
H007000,C007339,P002,17307.05,2024-12-08
H007001,C007339,P030,18072.93,2024-08-06
H007002,C007339,P018,10000.0,2025-12-25
H007003,C003130,P003,50000.0,2025-04-17
H007004,C003130,P005,100000.0,2025-09-19
H007005,C007996,P017,31759.45,2024-11-25
H007006,C007996,P006,72687.23,2025-09-02
H007007,C007996,P023,16085.33,2025-03-01
H007008,C007996,P004,26798.74,2025-02-20
H007009,C006480,P011,19555.78,2025-02-15
H007010,C006480,P007,50000.0,2025-04-05
H007011,C003009,P024,17752.97,2025-12-19
H007012,C003009,P001,50000.0,2024-10-14
H007013,C006626,P024,16094.43,2025-10-28
H007014,C001106,P030,61557.71,2025-09-10
H007015,C001106,P020,47512.6,2024-11-18
H007016,C001106,P015,50000.0,2025-04-10
H007017,C001106,P022,34472.8,2026-01-03
H007018,C004384,P018,20787.04,2024-09-28
H007019,C004384,P020,94878.1,2024-10-28
H007020,C005900,P018,59735.38,2025-03-10
H007021,C005900,P002,21726.92,2025-10-21
H007022,C005701,P018,185686.58,2024-11-06
H007023,C007998,P026,134804.15,2025-08-25
H007024,C006954,P024,10568.45,2025-03-04
H007025,C006954,P018,22998.24,2025-06-18
H007026,C006954,P020,24644.1,2024-10-01
H007027,C000685,P030,23567.06,2024-08-06
H007028,C006116,P030,23064.99,2025-04-13
H007029,C005161,P030,21501.74,2024-08-02
H007030,C002766,P026,18146.88,2024-12-11
H007031,C004950,P024,176725.86,2024-12-13
H007032,C004950,P026,68746.11,2025-05-26
H007033,C007197,P008,40974.95,2025-08-23
H007034,C004944,P015,53235.96,2025-08-12
H007035,C004944,P014,57969.65,2025-09-15
H007036,C004944,P029,58092.03,2025-05-04
H007037,C004944,P011,10000.0,2024-11-10
H007038,C003683,P001,76528.46,2024-12-13
H007039,C007333,P011,24761.22,2025-11-22
H007040,C007333,P024,9869.22,2025-12-29
H007041,C006884,P026,11059.53,2025-12-13
H007042,C006943,P019,15579.25,2025-07-19
H007043,C002452,P022,10000.0,2024-12-12
H007044,C007474,P024,59391.92,2024-10-21
H007045,C007474,P030,99946.09,2024-11-05
H007046,C003825,P025,10171.45,2025-11-09
H007047,C000327,P014,86499.45,2025-02-20
H007048,C002653,P015,50000.0,2025-03-13
H007049,C002653,P024,15899.54,2025-08-14
H007050,C006696,P011,32543.09,2025-11-29
H007051,C007744,P009,50000.0,2024-09-29
H007052,C004406,P003,114135.06,2025-10-10
H007053,C004406,P009,65573.9,2025-08-16
H007054,C004406,P011,23589.53,2025-03-30
H007055,C004741,P030,55219.24,2026-01-07
H007056,C004741,P002,43350.66,2025-03-03
H007057,C004741,P023,98766.41,2025-04-15
H007058,C006931,P018,29106.88,2024-11-01
H007059,C003319,P018,73340.36,2025-07-31
H007060,C004747,P018,17023.76,2024-08-06
H007061,C004747,P027,100000.0,2025-07-07
H007062,C004747,P013,18394.64,2025-09-20
H007063,C004747,P005,100000.0,2025-06-14
H007064,C004181,P010,86599.88,2025-03-19
H007065,C004181,P029,33772.21,2025-12-16
H007066,C007896,P004,26851.05,2024-10-04
H007067,C007896,P007,75972.21,2025-10-18
H007068,C007896,P018,48128.3,2024-08-09
H007069,C007896,P008,28918.91,2025-07-12
H007070,C005463,P030,52877.07,2025-11-23
H007071,C004190,P011,19034.85,2025-11-23
H007072,C004190,P008,14133.54,2025-09-17
H007073,C001677,P010,50878.39,2025-04-01
H007074,C001677,P017,52815.7,2025-12-05
H007075,C001677,P029,24795.51,2025-05-09
H007076,C007169,P004,18881.42,2025-10-21
H007077,C007169,P002,6117.76,2025-10-19
H007078,C000349,P022,29141.43,2025-06-25
H007079,C006793,P022,117063.0,2025-05-02
H007080,C003227,P012,22877.74,2025-05-17
H007081,C006161,P023,23574.61,2025-11-19
H007082,C005100,P010,50000.0,2025-09-19
H007083,C005100,P029,23209.89,2024-12-04
H007084,C004886,P030,28719.54,2025-07-29
H007085,C004886,P027,100000.0,2025-04-03
H007086,C004886,P024,28001.46,2025-10-21
H007087,C004886,P030,33268.65,2025-02-06
H007088,C004095,P006,50000.0,2025-12-10
H007089,C004095,P012,61797.18,2025-07-24
H007090,C004095,P028,100000.0,2025-04-22
H007091,C004095,P026,17084.82,2025-07-20
H007092,C005785,P004,44018.95,2025-05-21
H007093,C005785,P001,53687.71,2025-07-27
H007094,C005785,P017,13188.1,2025-11-14
H007095,C005785,P023,14522.08,2026-01-20
H007096,C002370,P023,72694.15,2025-06-25
H007097,C000872,P009,57233.23,2024-10-11
H007098,C000872,P007,137633.29,2026-01-04
H007099,C000872,P009,50000.0,2024-12-17
H007100,C000872,P014,39770.31,2025-03-25
H007101,C005747,P025,165134.4,2026-01-16
H007102,C002218,P008,37497.09,2025-09-10
H007103,C002218,P018,11610.85,2024-07-30
H007104,C007097,P011,65373.93,2025-01-06
H007105,C007097,P027,140811.45,2025-05-04
H007106,C002219,P024,32254.14,2024-12-29
H007107,C003327,P029,40856.62,2024-11-22
H007108,C003327,P010,50000.0,2025-05-17
H007109,C006775,P005,100000.0,2025-07-15
H007110,C003584,P006,50000.0,2026-01-05
H007111,C003584,P030,48394.63,2024-10-18
H007112,C006282,P008,10000.0,2025-05-29
H007113,C006282,P026,15794.43,2025-07-19
H007114,C007087,P025,24489.04,2025-03-13
H007115,C002122,P024,24033.34,2024-11-13
H007116,C005059,P018,38900.14,2025-10-28
H007117,C000137,P002,20245.39,2024-12-24
H007118,C006281,P015,98262.82,2025-07-05
H007119,C000086,P005,100000.0,2024-11-02
H007120,C000086,P011,13325.73,2024-10-01
H007121,C000086,P027,100000.0,2025-09-10
H007122,C007472,P023,13000.71,2025-05-14
H007123,C007472,P003,50000.0,2025-05-13
H007124,C007472,P020,14314.66,2025-01-02
H007125,C007472,P013,27893.45,2025-10-26
H007126,C001878,P009,116915.87,2024-08-31
H007127,C001878,P023,52352.0,2025-07-27
H007128,C001878,P026,32584.61,2024-10-18
H007129,C001878,P029,21370.57,2025-12-05
H007130,C002802,P023,37148.71,2025-01-27
H007131,C003672,P020,36449.43,2024-08-29
H007132,C003672,P006,50000.0,2025-11-26
H007133,C006150,P014,216726.27,2025-01-05
H007134,C006150,P019,77425.74,2025-02-16
H007135,C006150,P029,15843.09,2024-12-04
H007136,C006150,P014,40307.9,2024-12-15
H007137,C006322,P007,50000.0,2024-06-05
H007138,C002641,P002,86141.39,2025-05-16
H007139,C002641,P005,100000.0,2025-06-17
H007140,C006856,P006,50000.0,2024-08-02
H007141,C007327,P020,13701.49,2025-11-21
H007142,C002881,P022,27981.12,2024-06-02
H007143,C006552,P029,28302.88,2025-08-22
H007144,C000495,P024,74728.3,2024-09-17
H007145,C000495,P009,50000.0,2025-10-04
H007146,C000495,P020,29173.43,2025-07-20
H007147,C002020,P014,50580.31,2025-11-02
H007148,C002020,P005,100000.0,2025-01-14
H007149,C005145,P009,50000.0,2026-01-08
H007150,C005145,P012,28872.62,2025-06-08
H007151,C005145,P022,20247.04,2025-11-05
H007152,C002526,P015,50000.0,2025-02-20
H007153,C002526,P030,53123.82,2026-01-16
H007154,C004811,P008,35486.86,2025-02-21
H007155,C004811,P017,26496.81,2024-08-22
H007156,C004100,P028,100000.0,2025-07-14
H007157,C004100,P003,50172.0,2025-11-22
H007158,C006194,P025,26370.88,2025-05-04
H007159,C006194,P027,100000.0,2025-08-31
H007160,C006194,P025,21816.12,2025-12-29
H007161,C001271,P011,23691.45,2024-11-05
H007162,C004595,P027,100000.0,2025-06-26
H007163,C004595,P011,45036.13,2025-11-13
H007164,C004528,P011,24479.85,2025-09-15
H007165,C002896,P004,19599.28,2025-12-11
H007166,C002896,P001,50000.0,2025-12-09
H007167,C002896,P012,78895.06,2025-12-15
H007168,C007369,P020,38830.27,2024-12-02
H007169,C000619,P003,50000.0,2025-09-27
H007170,C000619,P003,50000.0,2025-09-18
H007171,C000619,P012,18437.18,2026-01-15
H007172,C006854,P019,9258.14,2025-05-09
H007173,C006854,P019,13824.01,2024-07-25
H007174,C003426,P012,50902.1,2025-09-25
H007175,C003426,P019,12918.43,2025-09-21
H007176,C004437,P012,31202.93,2026-01-02
H007177,C007848,P011,19613.7,2025-01-23
H007178,C004995,P026,40681.45,2024-11-20
H007179,C004368,P004,34838.44,2025-04-15
H007180,C004031,P017,42901.1,2024-11-27
H007181,C004777,P023,12498.92,2025-06-06
H007182,C004777,P002,12064.89,2025-12-31
H007183,C001414,P021,100000.0,2024-11-12
H007184,C002202,P021,100000.0,2025-10-16
H007185,C002202,P025,29244.54,2025-07-01
H007186,C002202,P020,28275.51,2025-10-22
H007187,C002002,P018,24326.91,2025-09-26
H007188,C002002,P015,71668.63,2025-03-19
H007189,C005983,P007,50000.0,2024-12-05
H007190,C000870,P027,100000.0,2025-02-08
H007191,C000870,P019,4706.26,2025-07-05
H007192,C000870,P014,26421.31,2025-01-25
H007193,C002359,P001,50000.0,2024-10-13
H007194,C002359,P009,50000.0,2024-11-09
H007195,C002359,P023,9187.14,2025-01-27
H007196,C002007,P029,55953.52,2025-09-27
H007197,C002007,P025,57606.95,2025-09-23
H007198,C002007,P009,50000.0,2025-05-20
H007199,C003091,P008,38553.15,2025-10-18
H007200,C003091,P025,20370.44,2025-05-10
H007201,C003091,P003,50000.0,2026-01-05
H007202,C002322,P013,17300.85,2025-08-29
H007203,C002322,P022,40098.26,2024-08-08
H007204,C002322,P020,12189.96,2024-06-13
H007205,C005559,P030,22232.81,2025-04-28
H007206,C000357,P013,10000.0,2025-08-03
H007207,C001163,P022,10000.0,2024-09-04
H007208,C001163,P015,50000.0,2026-01-01
H007209,C006090,P019,27046.98,2025-12-03
H007210,C006090,P029,13145.48,2025-07-29
H007211,C003065,P025,33608.94,2025-02-18
H007212,C004047,P010,183164.73,2025-04-29
H007213,C004047,P003,50000.0,2025-05-10
H007214,C003162,P026,91719.26,2025-12-01
H007215,C003771,P023,94008.57,2025-10-02
H007216,C005042,P006,50000.0,2025-01-04
H007217,C005042,P012,34869.74,2025-10-06
H007218,C005056,P011,20814.09,2024-12-11
H007219,C002608,P020,18563.07,2024-09-13
H007220,C002608,P010,63980.98,2025-07-14
H007221,C002608,P029,40745.23,2025-02-02
H007222,C002608,P016,100000.0,2024-12-07
H007223,C007887,P013,86405.57,2025-07-31
H007224,C007887,P024,14925.46,2025-09-11
H007225,C007887,P014,51594.81,2025-04-15
H007226,C007887,P003,50000.0,2026-01-02
H007227,C001891,P021,134364.74,2024-07-03
H007228,C001891,P013,32953.95,2025-07-02
H007229,C000580,P011,31119.57,2024-10-01
H007230,C002320,P030,153152.28,2024-06-19
H007231,C004327,P024,49769.15,2025-04-29
H007232,C006814,P015,50000.0,2025-02-20
H007233,C003564,P030,29945.89,2025-08-25
H007234,C001692,P012,20946.23,2026-01-13
H007235,C000863,P028,100000.0,2025-04-13
H007236,C000863,P019,81084.79,2024-07-17
H007237,C000863,P005,100000.0,2025-07-09
H007238,C000863,P020,175883.72,2025-10-10
H007239,C005434,P009,50000.0,2024-11-08
H007240,C006561,P008,20070.95,2025-07-11
H007241,C002381,P009,54309.93,2025-07-22
H007242,C002381,P001,50000.0,2026-01-18
H007243,C002381,P011,41034.27,2024-07-01
H007244,C002379,P024,67231.02,2025-02-06
H007245,C002379,P013,29909.44,2025-06-05
H007246,C006948,P029,31495.61,2024-12-31
H007247,C003793,P013,18377.82,2025-07-15
H007248,C003793,P029,60441.74,2025-02-19
H007249,C007827,P008,23766.09,2025-10-09
H007250,C007827,P015,50000.0,2025-06-16
H007251,C005940,P012,48585.63,2025-12-25
H007252,C005940,P001,50000.0,2025-07-30
H007253,C005940,P009,95303.78,2024-06-02
H007254,C005940,P028,100000.0,2024-08-10
H007255,C003307,P018,15762.21,2025-01-12
H007256,C007262,P012,97507.86,2025-05-12
H007257,C007262,P015,50000.0,2025-08-30
H007258,C007262,P019,41235.54,2025-05-02
H007259,C003500,P019,27042.98,2024-10-25
H007260,C003500,P008,40689.33,2025-10-20
H007261,C004392,P007,50000.0,2024-09-24
H007262,C004392,P004,10188.02,2025-03-18
H007263,C001117,P017,34359.41,2025-07-30
H007264,C001542,P006,50000.0,2024-06-12
H007265,C001542,P002,84467.26,2025-05-28
H007266,C001542,P020,45521.98,2025-03-13
H007267,C006126,P026,17958.06,2025-01-30
H007268,C006126,P014,66532.62,2025-01-28
H007269,C006126,P020,30922.84,2024-11-09
H007270,C006168,P029,126796.47,2025-04-01
H007271,C006168,P030,14055.63,2024-06-26
H007272,C006168,P004,74712.45,2025-12-31
H007273,C007363,P007,58834.04,2025-04-02
H007274,C007986,P019,11743.65,2025-05-27
H007275,C004421,P014,10039.25,2026-01-10
H007276,C005417,P020,171327.49,2024-09-01
H007277,C005417,P021,100000.0,2026-01-06
H007278,C005417,P014,79495.87,2025-11-08
H007279,C005417,P022,27020.45,2026-01-17
H007280,C006394,P018,17796.92,2025-02-17
H007281,C006394,P007,50000.0,2024-06-12
H007282,C003662,P026,32249.06,2024-12-12
H007283,C003662,P013,52772.46,2025-09-12
H007284,C003662,P018,50055.4,2024-12-14
H007285,C004530,P012,19438.94,2025-09-25
H007286,C005366,P017,20691.3,2025-10-25
H007287,C005366,P024,20544.37,2025-11-18
H007288,C005229,P025,12149.25,2025-12-10
H007289,C005229,P013,58099.61,2025-12-20
H007290,C007837,P029,13910.91,2025-03-16
H007291,C003366,P013,17969.88,2025-08-19
H007292,C003366,P020,185639.29,2024-08-01
H007293,C003366,P002,5348.89,2024-07-12
H007294,C007495,P013,10000.0,2025-07-10
H007295,C007495,P002,36441.98,2025-06-04
H007296,C002501,P025,53312.5,2025-02-10
H007297,C007078,P007,50000.0,2025-11-23
H007298,C005103,P018,24387.96,2025-11-17
H007299,C005103,P018,77507.66,2025-05-20
H007300,C007921,P020,33151.99,2024-12-20
H007301,C004285,P021,100000.0,2025-04-13
H007302,C007108,P014,20389.98,2025-04-02
H007303,C007885,P011,59196.68,2024-07-05
H007304,C003810,P025,39311.53,2025-02-05
H007305,C003810,P019,59039.81,2025-02-27
H007306,C006726,P005,107192.01,2024-07-23
H007307,C006726,P026,72074.7,2024-12-09
H007308,C006037,P026,45598.56,2025-01-21
H007309,C007110,P002,63665.95,2025-11-10
H007310,C007110,P027,100000.0,2025-10-15
H007311,C007623,P029,98665.1,2025-03-23
H007312,C004351,P028,100000.0,2025-07-31
H007313,C004351,P007,50000.0,2025-01-16
H007314,C004351,P023,34598.28,2025-10-12
H007315,C007440,P007,50000.0,2025-02-20
H007316,C007440,P030,43395.28,2026-01-19
